retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method,unique_transaction_key
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,21.0,91,191,71,Outlet,1197831_2021-10-21_Men's Apparel_Outlet_Little Rock_91_21.0
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Apparel,23.0,91,209,86,Outlet,1197831_2021-01-23_Men's Apparel_Outlet_Little Rock_91_23.0
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,12.0,91,109,46,Outlet,1197831_2021-09-19_Women's Street Footwear_Outlet_Oklahoma City_91_12.0
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Apparel,36.0,91,328,105,Outlet,1185732_2021-06-05_Men's Apparel_Outlet_Hartford_91_36.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Women's Street Footwear,44.0,91,400,120,Outlet,1185732_2021-11-14_Women's Street Footwear_Outlet_Boston_91_44.0
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Apparel,46.0,91,419,172,Outlet,1185732_2021-05-10_Men's Apparel_Outlet_Burlington_91_46.0
Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Apparel,50.0,91,455,177,Outlet,1185732_2021-11-11_Men's Apparel_Outlet_Burlington_91_50.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,41.0,91,373,127,Outlet,1185732_2021-05-17_Women's Athletic Footwear_Outlet_Manchester_91_41.0
Foot Locker,1185732,2021-11-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55.0,90,495,248,Online,1185732_2021-11-28_Men's Athletic Footwear_Online_Philadelphia_90_55.0
West Gear,1128299,2020-01-29,West,Nevada,Las Vegas,Women's Athletic Footwear,57.0,90,513,257,Online,1128299_2020-01-29_Women's Athletic Footwear_Online_Las Vegas_90_57.0
West Gear,1128299,2020-03-30,West,Colorado,Denver,Women's Athletic Footwear,51.0,90,459,197,Online,1128299_2020-03-30_Women's Athletic Footwear_Online_Denver_90_51.0
West Gear,1128299,2020-06-16,West,Washington,Seattle,Women's Athletic Footwear,55.0,90,495,208,Online,1128299_2020-06-16_Women's Athletic Footwear_Online_Seattle_90_55.0
West Gear,1128299,2020-06-22,West,Washington,Seattle,Women's Athletic Footwear,59.0,90,531,234,Online,1128299_2020-06-22_Women's Athletic Footwear_Online_Seattle_90_59.0
Amazon,1185732,2021-12-22,Northeast,Maine,Portland,Men's Athletic Footwear,49.0,90,441,207,Online,1185732_2021-12-22_Men's Athletic Footwear_Online_Portland_90_49.0
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Athletic Footwear,53.0,90,477,172,Online,1185732_2021-06-22_Women's Athletic Footwear_Online_Anchorage_90_53.0
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Athletic Footwear,62.0,90,558,212,Online,1185732_2021-11-21_Women's Athletic Footwear_Online_Anchorage_90_62.0
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Apparel,63.0,90,567,278,Online,1128299_2021-08-17_Women's Apparel_Online_New Orleans_90_63.0
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Athletic Footwear,53.0,90,477,239,Online,1128299_2021-04-23_Men's Athletic Footwear_Online_Phoenix_90_53.0
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Athletic Footwear,49.0,90,441,221,Online,1128299_2021-05-24_Women's Athletic Footwear_Online_Phoenix_90_49.0
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Athletic Footwear,43.0,90,387,190,Online,1128299_2021-10-23_Women's Athletic Footwear_Online_Phoenix_90_43.0
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,50.0,90,450,207,Online,1128299_2021-10-13_Men's Apparel_Online_Atlanta_90_50.0
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Women's Street Footwear,23.0,90,207,106,Online,1197831_2021-11-20_Women's Street Footwear_Online_Little Rock_90_23.0
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,37.0,90,333,163,Online,1197831_2021-08-13_Women's Athletic Footwear_Online_Wichita_90_37.0
Foot Locker,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Apparel,28.0,90,252,121,Online,1197831_2021-10-14_Women's Apparel_Online_Wichita_90_28.0
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,59.0,90,531,239,Online,1197831_2021-12-12_Women's Athletic Footwear_Online_Wichita_90_59.0
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,42.0,90,378,151,Online,1185732_2021-08-09_Men's Athletic Footwear_Online_Fargo_90_42.0
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Apparel,47.0,90,423,216,Online,1185732_2021-05-04_Women's Apparel_Online_Milwaukee_90_47.0
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,27.0,90,243,119,Online,1185732_2021-06-03_Men's Athletic Footwear_Online_Milwaukee_90_27.0
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,42.0,90,378,208,Online,1185732_2021-08-17_Men's Athletic Footwear_Online_Charleston_90_42.0
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,43.0,90,387,205,Online,1185732_2021-07-13_Women's Athletic Footwear_Online_Wilmington_90_43.0
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Men's Athletic Footwear,51.0,90,459,211,Online,1185732_2021-10-15_Men's Athletic Footwear_Online_Wilmington_90_51.0
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,28.0,90,252,101,Online,1185732_2021-01-07_Women's Street Footwear_Online_Newark_90_28.0
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,41.0,90,369,181,Online,1185732_2021-06-08_Men's Athletic Footwear_Online_Providence_90_41.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,52.0,90,468,206,Online,1185732_2021-11-14_Men's Athletic Footwear_Online_Boston_90_52.0
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Apparel,44.0,90,396,202,Online,1185732_2021-04-11_Women's Apparel_Online_Burlington_90_44.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,47.0,90,423,190,Online,1185732_2021-06-12_Women's Athletic Footwear_Online_Burlington_90_47.0
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,46.0,90,414,203,Online,1185732_2021-07-10_Women's Athletic Footwear_Online_Burlington_90_46.0
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Women's Street Footwear,39.0,90,351,154,Online,1185732_2021-02-19_Women's Street Footwear_Online_Burlington_90_39.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Street Footwear,44.0,90,396,139,Online,1185732_2021-01-24_Women's Street Footwear_Online_Manchester_90_44.0
West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,34.0,90,306,125,Outlet,1128299_2020-01-05_Women's Athletic Footwear_Outlet_Philadelphia_90_34.0
West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Women's Athletic Footwear,40.0,90,360,148,Outlet,1128299_2020-01-23_Women's Athletic Footwear_Outlet_Las Vegas_90_40.0
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,41.0,90,369,129,Outlet,1128299_2021-04-17_Women's Athletic Footwear_Outlet_Orlando_90_41.0
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Apparel,47.0,90,423,152,Outlet,1128299_2021-04-24_Women's Apparel_Outlet_Richmond_90_47.0
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,28.0,90,252,101,Outlet,1185732_2021-03-10_Men's Apparel_Outlet_Salt Lake City_90_28.0
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,29.0,90,261,110,Outlet,1185732_2021-05-12_Men's Apparel_Outlet_Salt Lake City_90_29.0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Street Footwear,13.0,90,117,48,Outlet,1185732_2021-10-11_Women's Street Footwear_Outlet_Salt Lake City_90_13.0
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Apparel,40.0,90,360,126,Outlet,1128299_2021-03-23_Women's Apparel_Outlet_Portland_90_40.0
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Apparel,49.0,90,441,150,Outlet,1128299_2021-04-24_Women's Apparel_Outlet_Portland_90_49.0
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Apparel,30.0,90,270,108,Outlet,1128299_2021-09-18_Women's Apparel_Outlet_New Orleans_90_30.0
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Athletic Footwear,37.0,90,333,147,Outlet,1128299_2021-04-23_Men's Athletic Footwear_Outlet_Phoenix_90_37.0
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,24.0,90,216,102,Outlet,1197831_2021-05-19_Women's Athletic Footwear_Outlet_Little Rock_90_24.0
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37.0,90,333,157,Outlet,1197831_2021-11-20_Women's Athletic Footwear_Outlet_Oklahoma City_90_37.0
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,11.0,90,99,39,Outlet,1197831_2021-02-14_Women's Street Footwear_Outlet_Oklahoma City_90_11.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Apparel,52.0,90,468,136,Outlet,1185732_2021-12-13_Men's Apparel_Outlet_Boston_90_52.0
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Apparel,36.0,90,324,143,Outlet,1185732_2021-04-11_Women's Apparel_Outlet_Burlington_90_36.0
West Gear,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Apparel,54.0,90,486,224,Outlet,1185732_2021-10-12_Women's Apparel_Outlet_Burlington_90_54.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Apparel,52.0,90,468,150,Outlet,1185732_2021-05-17_Men's Apparel_Outlet_Manchester_90_52.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Apparel,64.0,90,576,225,Outlet,1185732_2021-10-19_Women's Apparel_Outlet_Manchester_90_64.0
West Gear,1128299,2020-03-07,West,Nevada,Las Vegas,Men's Apparel,64.0,88,563,360,Online,1128299_2020-03-07_Men's Apparel_Online_Las Vegas_88_64.0
West Gear,1128299,2020-06-14,West,Washington,Seattle,Men's Athletic Footwear,71.0,88,625,244,Online,1128299_2020-06-14_Men's Athletic Footwear_Online_Seattle_88_71.0
West Gear,1128299,2020-06-18,West,Washington,Seattle,Women's Apparel,78.0,88,686,220,Online,1128299_2020-06-18_Women's Apparel_Online_Seattle_88_78.0
Foot Locker,1185732,2020-12-03,Midwest,Minnesota,Minneapolis,Women's Apparel,46.0,88,405,231,Online,1185732_2020-12-03_Women's Apparel_Online_Minneapolis_88_46.0
Kohl's,1189833,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,88,334,177,Online,1189833_2021-01-24_Women's Athletic Footwear_Online_Billings_88_38.0
Sports Direct,1197831,2021-05-07,South,Tennessee,Knoxville,Men's Apparel,32.0,88,282,144,Online,1197831_2021-05-07_Men's Apparel_Online_Knoxville_88_32.0
Sports Direct,1197831,2021-08-05,South,Alabama,Birmingham,Men's Apparel,37.0,88,326,156,Online,1197831_2021-08-05_Men's Apparel_Online_Birmingham_88_37.0
Sports Direct,1197831,2021-09-22,South,Alabama,Birmingham,Men's Apparel,41.0,88,361,206,Online,1197831_2021-09-22_Men's Apparel_Online_Birmingham_88_41.0
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Apparel,83.0,88,730,219,Online,1128299_2021-06-10_Men's Apparel_Online_Honolulu_88_83.0
Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Apparel,72.0,88,634,336,Online,1128299_2021-08-10_Women's Apparel_Online_Honolulu_88_72.0
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,59.0,88,519,223,Online,1128299_2021-05-18_Women's Athletic Footwear_Online_Orlando_88_59.0
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Women's Street Footwear,39.0,88,343,154,Online,1128299_2021-02-24_Women's Street Footwear_Online_Cheyenne_88_39.0
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,50.0,88,440,220,Online,1128299_2021-05-25_Women's Street Footwear_Online_Richmond_88_50.0
Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Men's Apparel,38.0,88,334,150,Online,1185732_2021-02-18_Men's Apparel_Online_St. Louis_88_38.0
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34.0,88,299,141,Online,1185732_2021-05-19_Men's Athletic Footwear_Online_St. Louis_88_34.0
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Apparel,38.0,88,334,214,Online,1185732_2021-10-18_Women's Apparel_Online_St. Louis_88_38.0
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,23.0,88,202,91,Online,1185732_2021-11-18_Men's Athletic Footwear_Online_St. Louis_88_23.0
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,88,202,105,Online,1185732_2021-11-18_Women's Athletic Footwear_Online_St. Louis_88_23.0
West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,34.0,88,299,156,Online,1185732_2021-12-17_Women's Athletic Footwear_Online_St. Louis_88_34.0
West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Apparel,42.0,88,370,185,Online,1185732_2021-12-17_Men's Apparel_Online_St. Louis_88_42.0
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Athletic Footwear,18.0,88,158,82,Online,1185732_2021-01-11_Women's Athletic Footwear_Online_St. Louis_88_18.0
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Athletic Footwear,10.0,88,88,45,Online,1185732_2021-09-12_Women's Athletic Footwear_Online_Salt Lake City_88_10.0
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Apparel,19.0,88,167,84,Online,1185732_2021-09-12_Men's Apparel_Online_Salt Lake City_88_19.0
West Gear,1128299,2021-02-24,West,Utah,Salt Lake City,Women's Street Footwear,36.0,88,317,143,Online,1128299_2021-02-24_Women's Street Footwear_Online_Salt Lake City_88_36.0
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Street Footwear,54.0,88,475,214,Online,1128299_2021-03-23_Women's Street Footwear_Online_Portland_88_54.0
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Athletic Footwear,52.0,88,458,229,Online,1128299_2021-04-17_Men's Athletic Footwear_Online_New Orleans_88_52.0
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Apparel,38.0,88,334,120,Online,1128299_2021-02-23_Women's Apparel_Online_Phoenix_88_38.0
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Apparel,47.0,88,414,165,Online,1128299_2021-03-22_Women's Apparel_Online_Phoenix_88_47.0
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Men's Apparel,52.0,88,458,197,Online,1128299_2021-12-22_Men's Apparel_Online_Phoenix_88_52.0
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51.0,88,449,224,Online,1128299_2021-04-13_Men's Athletic Footwear_Online_Atlanta_88_51.0
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,44.0,88,387,194,Online,1128299_2021-10-13_Women's Athletic Footwear_Online_Atlanta_88_44.0
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Street Footwear,10.0,88,88,48,Online,1197831_2021-03-19_Women's Street Footwear_Online_Little Rock_88_10.0
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Street Footwear,14.0,88,123,64,Online,1197831_2021-09-19_Women's Street Footwear_Online_Little Rock_88_14.0
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Athletic Footwear,14.0,88,123,64,Online,1197831_2021-09-19_Women's Athletic Footwear_Online_Little Rock_88_14.0
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,33.0,88,290,131,Online,1197831_2021-06-21_Men's Athletic Footwear_Online_Oklahoma City_88_33.0
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,36.0,88,317,165,Online,1197831_2021-06-21_Women's Street Footwear_Online_Oklahoma City_88_36.0
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37.0,88,326,169,Online,1197831_2021-08-20_Women's Athletic Footwear_Online_Oklahoma City_88_37.0
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19.0,88,167,77,Online,1197831_2021-10-21_Men's Athletic Footwear_Online_Oklahoma City_88_19.0
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,88,123,59,Online,1197831_2021-01-16_Women's Street Footwear_Online_Oklahoma City_88_14.0
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Apparel,73.0,88,642,296,Online,1197831_2021-11-13_Women's Apparel_Online_Wichita_88_73.0
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,53.0,88,466,233,Online,1185732_2021-08-12_Women's Apparel_Online_Sioux Falls_88_53.0
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women's Apparel,59.0,88,519,286,Online,1185732_2021-12-05_Women's Apparel_Online_Des Moines_88_59.0
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Apparel,59.0,88,519,270,Online,1185732_2021-12-02_Women's Apparel_Online_Milwaukee_88_59.0
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men's Street Footwear,58.0,88,510,281,Online,1185732_2021-11-21_Men's Street Footwear_Online_Baltimore_88_58.0
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women's Street Footwear,50.0,88,440,198,Online,1185732_2021-12-03_Women's Street Footwear_Online_Hartford_88_50.0
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Apparel,51.0,88,449,229,Online,1185732_2021-06-08_Women's Apparel_Online_Providence_88_51.0
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Apparel,55.0,88,484,198,Online,1185732_2021-05-13_Women's Apparel_Online_Boston_88_55.0
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47.0,88,414,170,Online,1185732_2021-08-14_Men's Athletic Footwear_Online_Boston_88_47.0
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Apparel,49.0,88,431,194,Online,1185732_2021-01-21_Women's Apparel_Online_Burlington_88_49.0
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Street Footwear,53.0,88,466,205,Online,1185732_2021-06-19_Women's Street Footwear_Online_Manchester_88_53.0
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,62.0,88,546,240,Online,1185732_2021-12-17_Women's Athletic Footwear_Online_Manchester_88_62.0
Sports Direct,1197831,2021-03-26,South,Tennessee,Knoxville,Men's Apparel,27.0,88,238,97,Outlet,1197831_2021-03-26_Men's Apparel_Outlet_Knoxville_88_27.0
Sports Direct,1197831,2021-08-17,South,Alabama,Birmingham,Men's Apparel,28.0,88,246,113,Outlet,1197831_2021-08-17_Men's Apparel_Outlet_Birmingham_88_28.0
Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,19.0,88,167,70,Outlet,1197831_2021-08-23_Men's Apparel_Outlet_Birmingham_88_19.0
Amazon,1185732,2021-10-13,South,Alabama,Birmingham,Men's Athletic Footwear,30.0,88,264,108,Outlet,1185732_2021-10-13_Men's Athletic Footwear_Outlet_Birmingham_88_30.0
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Apparel,24.0,88,211,82,Outlet,1185732_2021-04-11_Men's Apparel_Outlet_Salt Lake City_88_24.0
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Athletic Footwear,39.0,88,343,141,Outlet,1128299_2021-04-24_Men's Athletic Footwear_Outlet_Portland_88_39.0
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Apparel,53.0,88,466,173,Outlet,1128299_2021-08-24_Women's Apparel_Outlet_Portland_88_53.0
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Men's Apparel,31.0,88,273,82,Outlet,1197831_2021-02-04_Men's Apparel_Outlet_Boise_88_31.0
West Gear,1197831,2021-03-06,West,Idaho,Boise,Men's Apparel,32.0,88,282,99,Outlet,1197831_2021-03-06_Men's Apparel_Outlet_Boise_88_32.0
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,30.0,88,264,98,Outlet,1128299_2021-01-23_Women's Athletic Footwear_Outlet_Boise_88_30.0
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Apparel,44.0,88,387,143,Outlet,1128299_2021-10-23_Men's Apparel_Outlet_Phoenix_88_44.0
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.0,88,326,127,Outlet,1128299_2021-03-25_Women's Athletic Footwear_Outlet_Albuquerque_88_37.0
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Men's Apparel,24.0,88,211,84,Outlet,1197831_2021-03-19_Men's Apparel_Outlet_Little Rock_88_24.0
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,18.0,88,158,73,Outlet,1197831_2021-03-19_Women's Apparel_Outlet_Oklahoma City_88_18.0
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,27.0,88,238,100,Outlet,1197831_2021-05-19_Women's Street Footwear_Outlet_Oklahoma City_88_27.0
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,28.0,88,246,101,Outlet,1197831_2021-01-16_Men's Apparel_Outlet_Oklahoma City_88_28.0
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Apparel,44.0,88,387,139,Outlet,1185732_2021-11-04_Men's Apparel_Outlet_Hartford_88_44.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,88,352,165,Outlet,1185732_2021-12-06_Women's Street Footwear_Outlet_Providence_88_40.0
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Athletic Footwear,28.0,88,246,84,Outlet,1185732_2021-01-17_Men's Athletic Footwear_Outlet_Providence_88_28.0
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Street Footwear,32.0,88,282,84,Outlet,1185732_2021-07-13_Women's Street Footwear_Outlet_Boston_88_32.0
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,35.0,88,308,114,Outlet,1185732_2021-09-13_Men's Athletic Footwear_Outlet_Boston_88_35.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,36.0,88,317,146,Outlet,1185732_2021-03-17_Men's Athletic Footwear_Outlet_Manchester_88_36.0
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,42.0,88,370,118,Outlet,1185732_2021-08-18_Women's Athletic Footwear_Outlet_Manchester_88_42.0
West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.0,87,374,187,Online,1128299_2020-01-05_Women's Athletic Footwear_Online_Philadelphia_87_43.0
West Gear,1128299,2020-06-04,West,Washington,Seattle,Women's Athletic Footwear,48.0,87,418,175,Online,1128299_2020-06-04_Women's Athletic Footwear_Online_Seattle_87_48.0
Foot Locker,1185732,2020-11-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43.0,87,374,153,Online,1185732_2020-11-29_Men's Athletic Footwear_Online_Minneapolis_87_43.0
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Street Footwear,56.0,87,487,171,Online,1128299_2021-10-10_Women's Street Footwear_Online_Honolulu_87_56.0
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Apparel,81.0,87,705,409,Online,1128299_2021-08-17_Women's Apparel_Online_Orlando_87_81.0
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Apparel,53.0,87,461,249,Online,1128299_2021-10-24_Men's Apparel_Online_Richmond_87_53.0
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34.0,87,296,133,Online,1185732_2021-03-17_Men's Athletic Footwear_Online_St. Louis_87_34.0
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Street Footwear,29.0,87,252,116,Online,1185732_2021-05-19_Women's Street Footwear_Online_St. Louis_87_29.0
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,87,165,83,Online,1185732_2021-02-11_Women's Athletic Footwear_Online_Salt Lake City_87_19.0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Street Footwear,19.0,87,165,81,Online,1185732_2021-10-11_Women's Street Footwear_Online_Salt Lake City_87_19.0
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Apparel,49.0,87,426,179,Online,1128299_2021-03-23_Women's Apparel_Online_Portland_87_49.0
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,53.0,87,461,189,Online,1128299_2021-11-23_Men's Apparel_Online_Phoenix_87_53.0
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,54.0,87,470,216,Online,1128299_2021-04-26_Women's Athletic Footwear_Online_Albuquerque_87_54.0
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Apparel,56.0,87,487,209,Online,1128299_2021-06-26_Men's Apparel_Online_Albuquerque_87_56.0
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,39.0,87,339,153,Online,1197831_2021-05-19_Men's Athletic Footwear_Online_Oklahoma City_87_39.0
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,38.0,87,331,165,Online,1197831_2021-06-21_Women's Athletic Footwear_Online_Oklahoma City_87_38.0
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Apparel,51.0,87,444,209,Online,1197831_2021-06-21_Men's Apparel_Online_Oklahoma City_87_51.0
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,44.0,87,383,188,Online,1185732_2021-07-05_Men's Athletic Footwear_Online_Des Moines_87_44.0
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,42.0,87,365,179,Online,1185732_2021-07-02_Men's Athletic Footwear_Online_Milwaukee_87_42.0
